MemberID,SavingFrequency,SavingTimesPerPeriod,TotalSavingCycles,CompletedSavingCycles,UserSavingsMade,TotalCurrentSaving,IkiminaCreatedYear,UserJoinedYear,EmploymentStatus,HasGuardian,Age,RecentLoanPaymentStatus,SavingStatus,SavingRatingFactor,SavingRatio,ExpectedLoan,BoostAmount,AllowedLoan
24887,monthly,11,132,68,54,2600140,2016,2016,unemployed,TRUE,49,Poor,Good,0.6,0.79,3028398.35,1001598.22,4029996.57
24888,monthly,11,132,87,23,110691,2020,2021,unemployed,TRUE,49,Poor,Poor,0.2,0.26,33588.99,7757.32,41346.31
24889,monthly,11,132,58,26,3460842,2023,2024,unemployed,TRUE,49,Poor,Bad,0.4,0.45,3150559.61,960920.68,4111480.3
24890,monthly,11,132,50,16,1300140,2021,2023,unemployed,TRUE,49,Poor,Poor,0.2,0.32,686473.92,209374.55,895848.47
24891,monthly,11,132,128,121,8513352,2015,2021,employed,FALSE,49,Poor,Better,0.8,0.95,7023515.4,992071.55,8015586.95
24892,monthly,11,132,49,23,8062726,2020,2020,employed,FALSE,49,Poor,Bad,0.4,0.47,8687998.63,3301439.48,11989438.11
24893,monthly,11,132,117,69,4790480,2017,2020,employed,FALSE,49,Poor,Bad,0.4,0.59,2161857.64,383764.38,2545622.02
24894,monthly,11,132,49,40,2432326,2015,2019,employed,FALSE,49,Poor,Better,0.8,0.82,5241910.73,1834668.75,4864652
24895,monthly,11,132,85,23,1211058,2015,2017,employed,FALSE,49,Poor,Poor,0.2,0.27,376140.37,103659.86,479800.23
24896,monthly,11,132,33,20,9029314,2015,2018,unemployed,FALSE,49,Poor,Good,0.6,0.61,21670353.6,7205392.57,18058628
24897,monthly,11,132,129,65,8028244,2020,2023,unemployed,FALSE,49,Poor,Bad,0.4,0.5,3285978.94,376741.31,3662720.25
24898,monthly,11,132,17,16,1000105,2015,2016,unemployed,FALSE,49,Poor,Better,0.8,0.94,6212416.94,2158814.89,2000210
24899,monthly,11,132,51,7,1743253,2015,2018,unemployed,FALSE,49,Poor,Poor,0.2,0.14,902389.79,300044.6,1202434.39
24900,monthly,11,132,126,16,3121137,2023,2023,unemployed,FALSE,49,Poor,Poor,0.2,0.13,653952.51,107590.76,761543.27
24901,monthly,11,132,56,11,3502398,2016,2017,employed,TRUE,96,Poor,Poor,0.2,0.2,1651130.49,551752.77,2202883.26
24902,monthly,11,132,25,22,3827728,2017,2024,employed,TRUE,96,Poor,Better,0.8,0.88,16168323.07,4476604.45,7655456
24903,monthly,11,132,60,32,9148192,2015,2017,employed,TRUE,96,Poor,Bad,0.4,0.53,8050408.96,2636508.93,10686917.89
24904,monthly,11,132,129,14,1562495,2017,2018,employed,TRUE,96,Poor,Poor,0.2,0.11,319766.42,44056.19,363822.61
24905,monthly,11,132,81,48,8260293,2023,2024,employed,TRUE,96,Poor,Bad,0.4,0.59,5384487.29,1243417.71,6627905
24906,monthly,11,132,130,99,9076555,2018,2020,unemployed,TRUE,96,Poor,Good,0.6,0.76,5529716.58,548262.28,6077978.87
24907,monthly,11,132,54,8,7638610,2015,2016,unemployed,TRUE,96,Poor,Poor,0.2,0.15,3734431.56,1157673.78,4892105.34
24908,monthly,11,132,101,33,237473,2019,2023,unemployed,TRUE,96,Poor,Poor,0.2,0.33,62072.15,8000.24,70072.39
24909,monthly,11,132,59,44,6935316,2020,2021,unemployed,TRUE,96,Poor,Good,0.6,0.75,9309780.12,2816208.49,12125988.61
24910,monthly,11,132,13,9,6936221,2018,2019,unemployed,TRUE,96,Poor,Good,0.6,0.69,42257592.55,12964025.72,13872442
24911,monthly,11,132,74,43,7899025,2015,2017,employed,FALSE,96,Poor,Bad,0.4,0.58,5636061.08,1672539.21,7308600.29
24912,monthly,11,132,123,80,361356,2015,2017,employed,FALSE,96,Poor,Good,0.6,0.65,232678.01,35979.97,268657.98
24913,monthly,11,132,46,9,1451749,2016,2016,employed,FALSE,96,Poor,Poor,0.2,0.2,833177.69,295778.08,1128955.77
24914,monthly,11,132,36,28,9144694,2024,2024,employed,FALSE,96,Poor,Good,0.6,0.78,20118326.8,7142006.01,18289388
24915,monthly,11,132,53,22,925464,2015,2018,employed,FALSE,96,Poor,Bad,0.4,0.42,921971.68,306555.58,1228527.27
24916,monthly,11,132,106,17,6419777,2015,2020,unemployed,FALSE,96,Poor,Poor,0.2,0.16,1598887.86,226333.13,1825220.99
24917,monthly,11,132,54,43,943526,2017,2021,unemployed,FALSE,96,Poor,Good,0.6,0.8,1383838.13,404772.65,1788610.79
24918,monthly,11,132,76,55,1961488,2020,2023,unemployed,FALSE,96,Poor,Good,0.6,0.72,2044076.97,474978.94,2519055.91
24919,monthly,11,132,55,20,5644544,2022,2024,unemployed,FALSE,96,Poor,Poor,0.2,0.36,2709381.12,758626.71,3468007.83
24920,monthly,11,132,92,76,9147010,2015,2017,unemployed,FALSE,96,Poor,Better,0.8,0.83,10499176.7,2120377.21,12619553.9
24921,monthly,11,132,105,52,6255650,2023,2023,employed,TRUE,75,Poor,Bad,0.4,0.5,3145698.29,610040.77,3755739.06
24922,monthly,11,132,76,19,6803207,2016,2023,employed,TRUE,75,Poor,Poor,0.2,0.25,2363219.27,547168.18,2910387.46
24923,monthly,11,132,38,12,6911573,2024,2024,employed,TRUE,75,Poor,Poor,0.2,0.32,4801724.4,1644590.61,6446315.01
24924,monthly,11,132,25,14,8973700,2020,2020,employed,TRUE,75,Poor,Bad,0.4,0.56,18952454.4,6491215.63,17947400
24925,monthly,11,132,123,44,5608459,2015,2017,employed,TRUE,75,Poor,Poor,0.2,0.36,1203766.81,171096.37,1374863.18
24926,monthly,11,132,75,68,9176854,2019,2021,unemployed,TRUE,75,Poor,Better,0.8,0.91,12921010.43,3159187.05,16080197.48
24927,monthly,11,132,15,5,1510607,2016,2019,unemployed,TRUE,75,Poor,Poor,0.2,0.33,2658668.32,777660.48,3021214
24928,monthly,11,132,60,7,3323067,2021,2024,unemployed,TRUE,75,Poor,Poor,0.2,0.12,1462149.48,381986.55,1844136.03
24929,monthly,11,132,32,27,3472016,2016,2021,unemployed,TRUE,75,Poor,Better,0.8,0.84,11457652.8,3160402.56,6944032
24930,monthly,11,132,22,13,1531151,2015,2017,unemployed,TRUE,75,Poor,Bad,0.4,0.59,3674762.4,1111615.63,3062302
24931,monthly,11,132,57,28,4305816,2019,2020,employed,FALSE,75,Poor,Bad,0.4,0.49,3988545.35,1366076.78,5354622.13
24932,monthly,11,132,110,99,1945234,2016,2019,employed,FALSE,75,Poor,Better,0.8,0.9,1867424.64,317462.19,2184886.83
24933,monthly,11,132,62,23,8341266,2019,2021,employed,FALSE,75,Poor,Poor,0.2,0.37,3551764.88,1172082.41,4723847.29
24934,monthly,11,132,31,14,438756,2017,2022,employed,FALSE,75,Poor,Bad,0.4,0.45,747300.54,230261.98,877512
24935,monthly,11,132,31,8,9298069,2017,2019,employed,FALSE,75,Poor,Poor,0.2,0.26,7918355.54,2662547.05,10580902.58
24936,monthly,11,132,74,32,7287571,2018,2024,unemployed,FALSE,75,Poor,Bad,0.4,0.43,5199780.39,1156800.56,6356580.95
24937,monthly,11,132,73,46,7133720,2015,2020,unemployed,FALSE,75,Poor,Good,0.6,0.63,7739597.59,1966971.02,9706568.61
24938,monthly,11,132,125,47,7167882,2015,2016,unemployed,FALSE,75,Poor,Poor,0.2,0.38,1513856.68,202402.64,1716259.32
24939,monthly,11,132,105,20,9962032,2019,2019,unemployed,FALSE,75,Poor,Poor,0.2,0.19,2504739.47,454431.3,2959170.78
24940,monthly,11,132,63,47,1118171,2015,2020,unemployed,FALSE,75,Poor,Good,0.6,0.75,1405700.69,411167.45,1816868.14
24941,monthly,11,132,63,40,5145344,2018,2022,employed,TRUE,98,Poor,Good,0.6,0.63,6468432.46,1938219.58,8406652.04
24942,monthly,11,132,36,24,7964648,2023,2023,employed,TRUE,98,Poor,Good,0.6,0.67,17522225.6,6001362.27,15929296
24943,monthly,11,132,23,8,795801,2016,2019,employed,TRUE,98,Poor,Poor,0.2,0.35,913441.15,290017.56,1203458.71
24944,monthly,11,132,58,50,2309040,2016,2018,employed,TRUE,98,Poor,Better,0.8,0.86,4204045.24,1369818.07,4618080
24945,monthly,11,132,53,21,8196936,2017,2019,employed,TRUE,98,Poor,Poor,0.2,0.4,4083002.08,1321871.92,5404874.01
24946,monthly,11,132,130,102,6604429,2016,2016,unemployed,TRUE,98,Poor,Good,0.6,0.78,4023621.36,485155.88,4508777.24
24947,monthly,11,132,107,100,4921590,2015,2017,unemployed,TRUE,98,Poor,Better,0.8,0.93,4857195.36,724834.27,5582029.64
24948,monthly,11,132,20,5,5224745,2020,2024,unemployed,TRUE,98,Poor,Poor,0.2,0.25,6896663.4,1775890.83,8672554.23
24949,monthly,11,132,49,45,5375661,2015,2023,unemployed,TRUE,98,Poor,Better,0.8,0.92,11585097.99,2983162.73,10751322
24950,monthly,11,132,70,51,4867787,2019,2019,unemployed,TRUE,98,Poor,Good,0.6,0.73,5507553.29,1622761.24,7130314.53
24951,monthly,11,132,17,7,9996325,2021,2023,employed,FALSE,98,Poor,Bad,0.4,0.41,31047409.41,9857552.49,19992650
24952,monthly,11,132,31,21,8536261,2015,2018,employed,FALSE,98,Poor,Good,0.6,0.68,21808770.04,7251416.04,17072522
24953,monthly,11,132,117,41,8699748,2016,2017,employed,FALSE,98,Poor,Poor,0.2,0.35,1963020.06,338243.46,2301263.52
24954,monthly,11,132,67,36,6205795,2020,2022,employed,FALSE,98,Poor,Bad,0.4,0.54,4890536.96,1560227.27,6450764.23
24955,monthly,11,132,94,42,4381377,2019,2020,employed,FALSE,98,Poor,Bad,0.4,0.45,2461028.78,549673.4,3010702.18
24956,monthly,11,132,57,24,7519713,2016,2016,unemployed,FALSE,98,Poor,Bad,0.4,0.42,6965628.88,2298657.53,9264286.42
24957,monthly,11,132,60,48,1129348,2016,2021,unemployed,FALSE,98,Poor,Better,0.8,0.8,1987652.48,573106.47,2258696
24958,monthly,11,132,69,16,8782756,2017,2022,unemployed,FALSE,98,Poor,Poor,0.2,0.23,3360358.82,892960.57,4253319.38
24959,monthly,11,132,63,43,2167813,2015,2023,unemployed,FALSE,98,Poor,Good,0.6,0.68,2725250.63,735817.67,3461068.3
24960,monthly,11,132,77,49,7323537,2016,2018,unemployed,FALSE,98,Poor,Good,0.6,0.64,7532780.91,1929826.73,9462607.64
24961,monthly,11,132,80,44,2203993,2016,2019,employed,TRUE,57,Poor,Bad,0.4,0.55,1454635.38,385478.38,1840113.76
24962,monthly,11,132,85,68,6906655,2020,2020,employed,TRUE,57,Poor,Better,0.8,0.8,8580503.15,2321783.21,10902286.36
24963,monthly,11,132,16,10,1743924,2017,2018,employed,TRUE,57,Poor,Good,0.6,0.62,8632423.8,3026743.59,3487848
24964,monthly,11,132,76,46,3921417,2016,2019,employed,TRUE,57,Poor,Good,0.6,0.61,4086529.29,1153906.82,5240436.12
24965,monthly,11,132,86,26,3381509,2022,2023,employed,TRUE,57,Poor,Poor,0.2,0.3,1038044.62,251182.66,1289227.28
24966,monthly,11,132,74,69,5880382,2018,2019,unemployed,TRUE,57,Poor,Better,0.8,0.93,8391464.04,2358357.79,10749821.83
24967,monthly,11,132,33,5,2238609,2018,2022,unemployed,TRUE,57,Poor,Poor,0.2,0.15,1790887.2,523194.9,2314082.1
24968,monthly,11,132,14,2,6798477,2018,2020,unemployed,TRUE,57,Poor,Poor,0.2,0.14,12819985.2,4019981.07,13596954
24969,monthly,11,132,45,40,7543115,2015,2019,unemployed,TRUE,57,Poor,Better,0.8,0.89,17701176.53,5398858.84,15086230
24970,monthly,11,132,85,79,5796268,2015,2016,unemployed,TRUE,57,Poor,Better,0.8,0.93,7201010.6,1714475.91,8915486.5
24971,monthly,11,132,50,34,1204647,2016,2022,employed,FALSE,57,Poor,Good,0.6,0.68,1908160.85,615381.87,2409294
24972,monthly,11,132,65,15,8804086,2016,2017,employed,FALSE,57,Poor,Poor,0.2,0.23,3575813.39,1302192.04,4878005.43
24973,monthly,11,132,13,8,3535221,2021,2021,employed,FALSE,57,Poor,Good,0.6,0.62,21537654.09,8022776.15,7070442
24974,monthly,11,132,0,0,0,2023,2024,employed,FALSE,57,Poor,Poor,0.2,0,0,0,0
24975,monthly,11,132,125,92,8058159,2015,2017,employed,FALSE,57,Poor,Good,0.6,0.74,5105649.54,861323.08,5966972.62
24976,monthly,11,132,80,19,9299703,2015,2023,unemployed,FALSE,57,Poor,Poor,0.2,0.24,3068901.99,667486.18,3736388.17
24977,monthly,11,132,80,26,1510926,2015,2019,unemployed,FALSE,57,Poor,Poor,0.2,0.33,498605.58,123404.88,622010.46
24978,monthly,11,132,42,17,7310009,2018,2019,unemployed,FALSE,57,Poor,Bad,0.4,0.4,9189725.6,3094968.3,12284693.9
24979,monthly,11,132,0,0,0,2019,2020,unemployed,FALSE,57,Poor,Poor,0.2,0,0,0,0
24980,monthly,11,132,130,122,1701432,2015,2020,unemployed,FALSE,57,Poor,Better,0.8,0.94,1382086.3,156282.07,1538368.37
24981,monthly,11,132,79,23,7490024,2019,2020,employed,TRUE,11,Poor,Poor,0.2,0.29,2502995.36,680006.81,3183002.17
24982,monthly,11,132,66,51,13016,2019,2024,employed,TRUE,11,Poor,Good,0.6,0.77,15619.2,4490.52,20109.72
24983,monthly,11,132,37,16,4067972,2016,2024,employed,TRUE,11,Poor,Bad,0.4,0.43,5805105.99,1644780.03,7449886.02
24984,monthly,11,132,78,46,2930218,2016,2017,employed,TRUE,11,Poor,Bad,0.4,0.59,1983532.18,555643.31,2539175.5
24985,monthly,11,132,41,12,1716857,2016,2016,employed,TRUE,11,Poor,Poor,0.2,0.29,1105488.41,386920.94,1492409.35
24986,monthly,11,132,34,7,3759919,2019,2020,unemployed,TRUE,11,Poor,Poor,0.2,0.21,2919466.52,912333.29,3831799.8
24987,monthly,11,132,66,39,8075234,2020,2022,unemployed,TRUE,11,Poor,Bad,0.4,0.59,6460187.2,1905755.22,8365942.42
24988,monthly,11,132,56,7,8170086,2016,2018,unemployed,TRUE,11,Poor,Poor,0.2,0.12,3851611.97,1187580.36,5039192.33
24989,monthly,11,132,41,21,8499816,2017,2021,unemployed,TRUE,11,Poor,Bad,0.4,0.51,10946104.51,3147005.05,14093109.55
24990,monthly,11,132,77,38,735234,2017,2017,unemployed,TRUE,11,Poor,Bad,0.4,0.49,504160.46,135042.98,639203.44
24991,monthly,11,132,51,41,1152068,2017,2017,employed,FALSE,11,Poor,Better,0.8,0.8,2385458.45,864728.69,2304136
24992,monthly,11,132,124,95,1338618,2015,2017,employed,FALSE,11,Poor,Good,0.6,0.77,854988.27,137142.88,992131.15
24993,monthly,11,132,68,27,7089834,2015,2016,employed,FALSE,11,Poor,Poor,0.2,0.4,2752523.79,944763.31,3697287.1
24994,monthly,11,132,0,0,0,2019,2021,employed,FALSE,11,Poor,Poor,0.2,0,0,0,0
24995,monthly,11,132,36,17,3551407,2015,2016,employed,FALSE,11,Poor,Bad,0.4,0.47,5208730.27,1849099.24,7057829.51
24996,monthly,11,132,90,58,7576917,2015,2017,unemployed,FALSE,11,Poor,Good,0.6,0.64,6667686.96,1439109.1,8106796.06
24997,monthly,11,132,101,86,10583,2018,2023,unemployed,FALSE,11,Poor,Better,0.8,0.85,11065,1607.91,12672.9
24998,monthly,11,132,113,107,3318626,2018,2018,unemployed,FALSE,11,Poor,Better,0.8,0.95,3101300.05,530720.26,3632020.31
24999,monthly,11,132,70,57,2791511,2016,2021,unemployed,FALSE,11,Poor,Better,0.8,0.81,4211193.74,1149555.62,5360749.36
25000,monthly,11,132,57,25,3430189,2019,2021,unemployed,FALSE,11,Poor,Bad,0.4,0.44,3177438.23,992949.45,4170387.68
25001,monthly,2,24,2,0,7941189,2015,2017,employed,TRUE,19,Excellent,Poor,0.2,0,0,0,0
25002,monthly,2,24,17,15,5016901,2015,2018,employed,TRUE,19,Excellent,Better,0.8,0.88,5666147.01,1968152.83,7634299.84
25003,monthly,2,24,16,9,6814036,2022,2024,employed,TRUE,19,Excellent,Bad,0.4,0.56,4088421.6,1379842.29,5468263.89
25004,monthly,2,24,2,1,5497158,2015,2020,employed,TRUE,19,Excellent,Bad,0.4,0.5,26386358.4,11873861.28,10994316
25005,monthly,2,24,6,0,4727081,2018,2021,employed,TRUE,19,Excellent,Poor,0.2,0,0,0,0
25006,monthly,2,24,7,6,4043409,2017,2017,unemployed,TRUE,19,Excellent,Better,0.8,0.86,11090493.26,5129353.13,8086818
25007,monthly,2,24,3,2,5141736,2018,2019,unemployed,TRUE,19,Excellent,Good,0.6,0.67,24680332.8,11150221.78,10283472
25008,monthly,2,24,13,5,286952,2015,2016,unemployed,TRUE,19,Excellent,Poor,0.2,0.38,105951.51,44947.89,150899.4
25009,monthly,2,24,17,2,3798391,2017,2018,unemployed,TRUE,19,Excellent,Poor,0.2,0.12,1072486.87,359795.69,1432282.56
25010,monthly,2,24,18,12,601441,2018,2022,unemployed,TRUE,19,Excellent,Good,0.6,0.67,481152.8,137758.63,618911.43
25011,monthly,2,24,3,2,9073061,2017,2017,employed,FALSE,19,Excellent,Good,0.6,0.67,43550692.8,21775346.4,18146122
25012,monthly,2,24,20,7,8451840,2023,2024,employed,FALSE,19,Excellent,Poor,0.2,0.35,2028441.6,613603.58,2642045.18
25013,monthly,2,24,8,3,4632242,2020,2022,employed,FALSE,19,Excellent,Poor,0.2,0.38,2779345.2,1306292.24,4085637.44
25014,monthly,2,24,6,4,6605090,2019,2021,employed,FALSE,19,Excellent,Good,0.6,0.67,15852216,7529802.6,13210180
25015,monthly,2,24,19,15,8816756,2015,2018,employed,FALSE,19,Excellent,Good,0.6,0.79,6682172.97,2205996.31,8888169.28
25016,monthly,2,24,15,6,4524473,2019,2020,unemployed,FALSE,19,Excellent,Bad,0.4,0.4,2895662.72,1107590.99,4003253.71
25017,monthly,2,24,9,7,5663187,2019,2019,unemployed,FALSE,19,Excellent,Good,0.6,0.78,9061099.2,4304022.12,11326374
25018,monthly,2,24,13,2,3489469,2016,2018,unemployed,FALSE,19,Excellent,Poor,0.2,0.15,1288419.32,550881.85,1839301.17
25019,monthly,2,24,22,21,610630,2017,2017,unemployed,FALSE,19,Excellent,Better,0.8,0.95,532913.45,156240.54,689153.99
25020,monthly,2,24,8,4,3409431,2020,2021,unemployed,FALSE,19,Excellent,Bad,0.4,0.5,4091317.2,1882005.91,5973323.11
25021,monthly,2,24,23,13,764759,2015,2018,employed,TRUE,75,Excellent,Bad,0.4,0.57,319203.76,79384.59,398588.34
25022,monthly,2,24,19,11,6315419,2015,2016,employed,TRUE,75,Excellent,Bad,0.4,0.58,3190948.55,981636.54,4172585.09
25023,monthly,2,24,22,11,6520014,2016,2016,employed,TRUE,75,Excellent,Bad,0.4,0.5,2845097.02,798567,3643664.02
25024,monthly,2,24,16,10,5567427,2016,2016,employed,TRUE,75,Excellent,Good,0.6,0.62,5010684.3,1816373.06,6827057.36
25025,monthly,2,24,13,3,5821708,2016,2016,employed,TRUE,75,Excellent,Poor,0.2,0.23,2149553.72,928028.48,3077582.21
25026,monthly,2,24,8,5,7464923,2018,2019,unemployed,TRUE,75,Excellent,Good,0.6,0.62,13436861.4,5734660.49,14929846
25027,monthly,2,24,2,0,3028126,2023,2024,unemployed,TRUE,75,Excellent,Poor,0.2,0,0,0,0
25028,monthly,2,24,9,3,3881231,2015,2017,unemployed,TRUE,75,Excellent,Poor,0.2,0.33,2069989.87,874570.72,2944560.59
25029,monthly,2,24,8,6,3544625,2015,2017,unemployed,TRUE,75,Excellent,Good,0.6,0.75,6380325,2695687.31,7089250
25030,monthly,2,24,22,18,3633963,2019,2019,unemployed,TRUE,75,Excellent,Better,0.8,0.82,3171458.62,810884.31,3982342.92
25031,monthly,2,24,8,3,9124584,2018,2018,employed,FALSE,75,Excellent,Poor,0.2,0.38,5474750.4,2600506.44,8075256.84
25032,monthly,2,24,18,3,5732471,2015,2019,employed,FALSE,75,Excellent,Poor,0.2,0.17,1528658.93,476432.03,2005090.97
25033,monthly,2,24,3,1,3847423,2015,2017,employed,FALSE,75,Excellent,Poor,0.2,0.33,6155876.8,2831703.33,7694846
25034,monthly,2,24,2,1,3293899,2016,2017,employed,FALSE,75,Excellent,Bad,0.4,0.5,15810715.2,7378333.76,6587798
25035,monthly,2,24,20,19,2549971,2016,2016,employed,FALSE,75,Excellent,Better,0.8,0.95,2447972.16,771111.23,3219083.39
25036,monthly,2,24,15,4,7113882,2017,2018,unemployed,FALSE,75,Excellent,Poor,0.2,0.27,2276442.24,820941.98,3097384.22
25037,monthly,2,24,11,2,8014158,2017,2021,unemployed,FALSE,75,Excellent,Poor,0.2,0.18,3497087.13,1442548.44,4939635.57
25038,monthly,2,24,21,13,7036301,2019,2020,unemployed,FALSE,75,Excellent,Good,0.6,0.62,4824892.11,1283765.94,6108658.05
25039,monthly,2,24,0,0,0,2016,2016,unemployed,FALSE,75,Excellent,Poor,0.2,0,0,0,0
25040,monthly,2,24,2,1,4566064,2020,2020,unemployed,FALSE,75,Excellent,Bad,0.4,0.5,21917107.2,9862698.24,9132128
25041,monthly,2,24,19,14,8683098,2019,2021,employed,TRUE,95,Excellent,Good,0.6,0.74,6580874.27,1909319.44,8490193.72
25042,monthly,2,24,9,5,2037150,2015,2016,employed,TRUE,95,Excellent,Bad,0.4,0.56,2172960,988696.8,3161656.8
25043,monthly,2,24,20,11,915657,2016,2017,employed,TRUE,95,Excellent,Bad,0.4,0.55,439515.36,129290.77,568806.13
25044,monthly,2,24,3,2,7216634,2015,2018,employed,TRUE,95,Excellent,Good,0.6,0.67,34639843.2,15241531.01,14433268
25045,monthly,2,24,17,14,3053212,2016,2016,employed,TRUE,95,Excellent,Better,0.8,0.82,3448333.55,1189167.97,4637501.52
25046,monthly,2,24,8,5,8792514,2016,2016,unemployed,TRUE,95,Excellent,Good,0.6,0.62,15826525.2,6924104.77,17585028
25047,monthly,2,24,0,0,0,2017,2017,unemployed,TRUE,95,Excellent,Poor,0.2,0,0,0,0
25048,monthly,2,24,20,10,2112705,2020,2022,unemployed,TRUE,95,Excellent,Bad,0.4,0.5,1014098.4,250989.35,1265087.75
25049,monthly,2,24,5,4,3690227,2017,2024,unemployed,TRUE,95,Excellent,Better,0.8,0.8,14170471.68,5269644.16,7380454
25050,monthly,2,24,23,18,4774428,2016,2016,unemployed,TRUE,95,Excellent,Good,0.6,0.78,2989207.1,735929.79,3725136.89
25051,monthly,2,24,7,6,840773,2016,2016,employed,FALSE,95,Excellent,Better,0.8,0.86,2306120.23,1095407.11,1681546
25052,monthly,2,24,18,8,7122997,2016,2022,employed,FALSE,95,Excellent,Bad,0.4,0.44,3798931.73,1108021.76,4906953.49
25053,monthly,2,24,17,2,636954,2019,2019,employed,FALSE,95,Excellent,Poor,0.2,0.12,179845.84,64268.44,244114.27
25054,monthly,2,24,23,12,7704063,2016,2021,employed,FALSE,95,Excellent,Bad,0.4,0.52,3215608.9,778270.56,3993879.47
25055,monthly,2,24,9,7,5165942,2020,2024,employed,FALSE,95,Excellent,Good,0.6,0.78,8265507.2,3430185.49,10331884
25056,monthly,2,24,3,2,2275912,2015,2017,unemployed,FALSE,95,Excellent,Good,0.6,0.67,10924377.6,4752104.26,4551824
25057,monthly,2,24,21,5,252336,2018,2019,unemployed,FALSE,95,Excellent,Poor,0.2,0.24,57676.8,15449.14,73125.94
25058,monthly,2,24,0,0,0,2015,2020,unemployed,FALSE,95,Excellent,Poor,0.2,0,0,0,0
25059,monthly,2,24,19,12,7689742,2018,2018,unemployed,FALSE,95,Excellent,Good,0.6,0.63,5828014.99,1763741.38,7591756.37
25060,monthly,2,24,14,4,9290923,2015,2017,unemployed,FALSE,95,Excellent,Poor,0.2,0.29,3185459.31,1203648.56,4389107.87
25061,monthly,2,24,9,2,8960771,2017,2018,employed,TRUE,32,Excellent,Poor,0.2,0.22,4779077.87,2284996.6,7064074.47
25062,monthly,2,24,5,1,3591819,2015,2019,employed,TRUE,32,Excellent,Poor,0.2,0.2,3448146.24,1577526.9,5025673.14
25063,monthly,2,24,15,11,149968,2018,2020,employed,TRUE,32,Excellent,Good,0.6,0.73,143969.28,55582.43,199551.71
25064,monthly,2,24,17,11,274364,2015,2023,employed,TRUE,32,Excellent,Good,0.6,0.65,232402.45,72010.58,304413.03
25065,monthly,2,24,12,9,7560231,2017,2023,employed,TRUE,32,Excellent,Good,0.6,0.75,9072277.2,3912419.54,12984696.74
25066,monthly,2,24,21,19,9873573,2015,2016,unemployed,TRUE,32,Excellent,Better,0.8,0.9,9027266.74,2559874.93,11587141.67
25067,monthly,2,24,9,7,2982259,2015,2016,unemployed,TRUE,32,Excellent,Good,0.6,0.78,4771614.4,2171084.55,5964518
25068,monthly,2,24,17,9,2578944,2016,2018,unemployed,TRUE,32,Excellent,Bad,0.4,0.53,1456344.85,477952.39,1934297.24
25069,monthly,2,24,10,7,52564,2016,2023,unemployed,TRUE,32,Excellent,Good,0.6,0.7,75692.16,30592.25,105128
25070,monthly,2,24,3,1,8777423,2015,2017,unemployed,TRUE,32,Excellent,Poor,0.2,0.33,14043876.8,6284634.87,17554846
25071,monthly,2,24,20,4,2014021,2016,2016,employed,FALSE,32,Excellent,Poor,0.2,0.2,483365.04,164344.11,647709.15
25072,monthly,2,24,0,0,0,2016,2018,employed,FALSE,32,Excellent,Poor,0.2,0,0,0,0
25073,monthly,2,24,0,0,0,2015,2018,employed,FALSE,32,Excellent,Poor,0.2,0,0,0,0
25074,monthly,2,24,21,9,3109076,2016,2018,employed,FALSE,32,Excellent,Bad,0.4,0.43,1421291.89,443307.71,1864599.59
25075,monthly,2,24,11,6,9830161,2016,2017,employed,FALSE,32,Excellent,Bad,0.4,0.55,8579049.6,4218032.72,12797082.32
25076,monthly,2,24,5,1,3239219,2015,2019,unemployed,FALSE,32,Excellent,Poor,0.2,0.2,3109650.24,1383794.36,4493444.6
25077,monthly,2,24,23,2,6842928,2017,2017,unemployed,FALSE,32,Excellent,Poor,0.2,0.09,1428089.32,405142.73,1833232.05
25078,monthly,2,24,18,17,5493735,2015,2016,unemployed,FALSE,32,Excellent,Better,0.8,0.94,5859984,1958211.32,7818195.32
25079,monthly,2,24,2,0,5437281,2017,2024,unemployed,FALSE,32,Excellent,Poor,0.2,0,0,0,0
25080,monthly,2,24,10,7,3685585,2016,2019,unemployed,FALSE,32,Excellent,Good,0.6,0.7,5307242.4,2388259.08,7371170
25081,monthly,2,24,0,0,0,2017,2017,employed,TRUE,84,Excellent,Poor,0.2,0,0,0,0
25082,monthly,2,24,0,0,0,2015,2017,employed,TRUE,84,Excellent,Poor,0.2,0,0,0,0
25083,monthly,2,24,16,11,8453884,2017,2017,employed,TRUE,84,Excellent,Good,0.6,0.69,7608495.6,2758079.66,10366575.25
25084,monthly,2,24,10,9,2820515,2016,2020,employed,TRUE,84,Excellent,Better,0.8,0.9,5415388.8,2324104.36,5641030
25085,monthly,2,24,19,15,7144058,2015,2016,employed,TRUE,84,Excellent,Good,0.6,0.79,5414443.96,1665653.94,7080097.9
25086,monthly,2,24,12,7,8053971,2016,2016,unemployed,TRUE,84,Excellent,Bad,0.4,0.58,6443176.8,2818889.85,9262066.65
25087,monthly,2,24,20,6,8587054,2018,2018,unemployed,TRUE,84,Excellent,Poor,0.2,0.3,2060892.96,571897.8,2632790.76
25088,monthly,2,24,14,8,3796611,2020,2021,unemployed,TRUE,84,Excellent,Bad,0.4,0.57,2603390.4,951167.28,3554557.68
25089,monthly,2,24,10,1,6167050,2018,2018,unemployed,TRUE,84,Excellent,Poor,0.2,0.1,2960184,1295080.5,4255264.5
25090,monthly,2,24,23,3,6508287,2015,2016,unemployed,TRUE,84,Excellent,Poor,0.2,0.13,1358251.2,324208.66,1682459.86
